brand,model_code,product_name,color,price_rm,imageURL,copilot_support,processor_name,processor_brand,processor_ghz,cpu_benchmark,ram_gb,ram_type,display_type,display_resolution,display_size_inch,display_refresh_rate_hz,gpu_model,gpu_brand,gpu_benchmark,ssd_gb,ssd_type,io_ports,network,bluetooth,power_supply,battery_capacity_wh,dimension_cm,weight_kg,bundle,microsoft_office,warranty,release_year,expansion_slots,os,,,,,,,,
Asus,M1607K-AMB073WS; M1607K-AMB075WS,Vivobook 16, Cool Silver; Quiet Blue,3499,uploads/laptops/M1607K-AMB073WS_image1.png; uploads/laptops/M1607K-AMB073WS_image2.png; uploads/laptops/M1607K-AMB073WS_image3.png; uploads/laptops/M1607K-AMB073WS_image4.png; uploads/laptops/M1607K-AMB073WS_image5.png; uploads/laptops/M1607K-AMB075WS_image1.png; uploads/laptops/M1607K-AMB075WS_image2.png; uploads/laptops/M1607K-AMB075WS_image3.png; uploads/laptops/M1607K-AMB075WS_image4.png; uploads/laptops/M1607K-AMB075WS_image5.png,1,AMD Ryzen AI 7 350 Processor,AMD,2,24526,16,DDR4,LCD,1920*1200,16,60,Radeon Graphics,AMD,-,512,M.2 NVMe PCIe 4.0,2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-C with support for display / power delivery (data speed up to 5Gbps); 1x HDMI 2.1 TMDS; 1x 3.5mm Combo Audio Jack,Wi-Fi 6(802.11ax) (Dual band) 1*1,5.2,"TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 65W, Input: 100-240V AC 50/60GHz universal",42,35.70*25.06*1.79~1.99,1.88,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,A1607C-AMB222WS; A1607C-AMB223WS,Vivobook 16, Cool Silver; Quiet Blue,3399,uploads/laptops/A1607C-AMB222WS_image1.png; uploads/laptops/A1607C-AMB222WS_image2.png; uploads/laptops/A1607C-AMB222WS_image3.png; uploads/laptops/A1607C-AMB222WS_image4.png; uploads/laptops/A1607C-AMB222WS_image5.png; uploads/laptops/A1607C-AMB223WS_image1.png; uploads/laptops/A1607C-AMB223WS_image2.png; uploads/laptops/A1607C-AMB223WS_image3.png; uploads/laptops/A1607C-AMB223WS_image4.png; uploads/laptops/A1607C-AMB223WS_image5.png,0,Intel® Core Ultra 5 Processor 225H,Intel,1.7,29055,16,DDR4,LCD,1920*1200,16,60,Intel Graphics,Intel,3172,512,M.2 NVMe PCIe 4.0,2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-C with support for display / power delivery (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack,Wi-Fi 6(802.11ax) (Dual band) 1*1 ,5.2,"TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 65W, Input: 100-240V AC 50/60GHz universal",42,35.70*25.06*1.79~1.99,1.88,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,"A1605V-AMB2255WS;
A1605V-AMB2256WS",Vivobook 16, Indie Black ; Cool Silver,3299,uploads/laptops/A1605V-AMB2255WS_image1.png; uploads/laptops/A1605V-AMB2255WS_image2.png; uploads/laptops/A1605V-AMB2255WS_image3.png; uploads/laptops/A1605V-AMB2255WS_image4.png; uploads/laptops/A1605V-AMB2255WS_image5.png; uploads/laptops/A1605V-AMB2256WS_image1.png; uploads/laptops/A1605V-AMB2256WS_image2.png; uploads/laptops/A1605V-AMB2256WS_image3.png; uploads/laptops/A1605V-AMB2256WS_image4.png; uploads/laptops/A1605V-AMB2256WS_image5.png,0,Intel® Core i7-13620H Processor,Intel,2.4,23966,16,DDR4,LCD,1920*1200,16,60,Intel UHD,Intel,1503,512,M.2 NVMe PCIe 4.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C with support for power delivery (data speed up to 5Gbps);  2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6E(802.11ax) (Dual band) 1*1,5.3,"ø4.5, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal",42,35.87*24.95*1.99~1.99,1.88,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,"A1605V-AMB687WS;
A1605V-AMB688WS",Vivobook 16, Cool Silver; Indie Black,3299,uploads/laptops/A1605V-AMB687WS_image1.png; uploads/laptops/A1605V-AMB687WS_image2.png; uploads/laptops/A1605V-AMB687WS_image3.png; uploads/laptops/A1605V-AMB687WS_image4.png; uploads/laptops/A1605V-AMB687WS_image5.png; uploads/laptops/A1605V-AMB688WS_image1.png; uploads/laptops/A1605V-AMB688WS_image2.png; uploads/laptops/A1605V-AMB688WS_image3.png; uploads/laptops/A1605V-AMB688WS_image4.png; uploads/laptops/A1605V-AMB688WS_image5.png,0,Intel® Core i7-1355U Processor,Intel,1.7,14201,16,DDR4,LCD,1920*1200,16,60,Iris X Graphics,Intel,2630,512,M.2 NVMe PCIe 3.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C with support for power delivery (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3," ø4.5, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal",42,35.87*24.95*1.99~1.99,1.88,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,M1605Y-AMB423WMS; M1605Y-AMB424WMS,Vivobook 16, Cool Silver; Indie Black,3099,uploads/laptops/M1605Y-AMB423WMS_image1.png; uploads/laptops/M1605Y-AMB423WMS_image2.png; uploads/laptops/M1605Y-AMB423WMS_image3.png; uploads/laptops/M1605Y-AMB423WMS_image4.png; uploads/laptops/M1605Y-AMB423WMS_image5.png; uploads/laptops/M1605Y-AMB424WMS_image1.png; uploads/laptops/M1605Y-AMB424WMS_image2.png; uploads/laptops/M1605Y-AMB424WMS_image3.png; uploads/laptops/M1605Y-AMB424WMS_image4.png; uploads/laptops/M1605Y-AMB424WMS_image5.png,0,AMD Ryzen 7 7730U Processor,AMD,2,17906,16,DDR4,LCD,1920*1200,16,60,Radeon Graphics,AMD,-,512,M.2 NVMe PCIe 3.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C with support for power delivery (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in, Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3,"ø4.5, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal",42,35.87*24.95*1.99~1.99,1.88,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,A1605V-APMB035WMS; A1605V-APMB036WMS,Vivobook 16, Cool Silver; Indie Black,2949,uploads/laptops/A1605V-APMB035WMS_image1.png; uploads/laptops/A1605V-APMB035WMS_image2.png; uploads/laptops/A1605V-APMB035WMS_image3.png; uploads/laptops/A1605V-APMB035WMS_image4.png; uploads/laptops/A1605V-APMB035WMS_image5.png; uploads/laptops/A1605V-APMB036WMS_image1.png; uploads/laptops/A1605V-APMB036WMS_image2.png; uploads/laptops/A1605V-APMB036WMS_image3.png; uploads/laptops/A1605V-APMB036WMS_image4.png; uploads/laptops/A1605V-APMB036WMS_image5.png,0,Intel® Core 5 Processor 120U,Intel,1.4,16613,16,DDR4,LCD,1920*1200,16,60,Intel Graphics,Intel,3172,512,M.2 NVMe PCIe 4.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C with support for power delivery (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6(802.11ax) (Dual band) 1*1,5.2,"ø4.5, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal",42,35.87*24.95*1.99~1.99,1.88,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2023,-,Windows 11 Home,,,,,,,,
Asus,"A1605V-AMB2288WS;
A1605V-AMB2289WS",Vivobook 16, Indie Black; Cool Silver,2599,uploads/laptops/A1605V-AMB2288WS_image1.png; uploads/laptops/A1605V-AMB2288WS_image2.png; uploads/laptops/A1605V-AMB2288WS_image3.png; uploads/laptops/A1605V-AMB2288WS_image4.png; uploads/laptops/A1605V-AMB2288WS_image5.png; uploads/laptops/A1605V-AMB2289WS_image1.png; uploads/laptops/A1605V-AMB2289WS_image2.png; uploads/laptops/A1605V-AMB2289WS_image3.png; uploads/laptops/A1605V-AMB2289WS_image4.png; uploads/laptops/A1605V-AMB2289WS_image5.png,0,Intel® Core i5-13420H Processor,Intel,2.1,17363,16,DDR4,LCD,1920*1200,16,60,Intel UHD,Intel,1503,512,M.2 NVMe PCIe 3.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C with support for power delivery (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3,"ø4.5, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal",42,35.87*24.95*1.99~1.99,1.88,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,"A1605V-AMB9088WS;
A1605V-AMB9089WS",Vivobook 16, Indie Black; Cool Silver,2599,uploads/laptops/A1605V-AMB9088WS_image1.png; uploads/laptops/A1605V-AMB9088WS_image2.png; uploads/laptops/A1605V-AMB9088WS_image3.png; uploads/laptops/A1605V-AMB9088WS_image4.png; uploads/laptops/A1605V-AMB9088WS_image5.png; uploads/laptops/A1605V-AMB9089WS_image1.png; uploads/laptops/A1605V-AMB9089WS_image2.png; uploads/laptops/A1605V-AMB9089WS_image3.png; uploads/laptops/A1605V-AMB9089WS_image4.png; uploads/laptops/A1605V-AMB9089WS_image5.png,0,Intel® Core i5-13420H Processor,Intel,2.1,17363,16,DDR4,LCD,1920*1200,16,60,Intel UHD,Intel,1503,512,M.2 NVMe PCIe 4.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C with support for power delivery (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3,"ø4.5, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal",42,35.87*24.95*1.99~1.99,1.88,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,A1605Z-AMB2141WMS; A1605Z-AMB2153WMS,Vivobook 16,Indie Black; Transparent Silver,2499,uploads/laptops/A1605Z-AMB2141WMS_image1.png; uploads/laptops/A1605Z-AMB2141WMS_image2.png; uploads/laptops/A1605Z-AMB2141WMS_image3.png; uploads/laptops/A1605Z-AMB2141WMS_image4.png; uploads/laptops/A1605Z-AMB2141WMS_image5.png; uploads/laptops/A1605Z-AMB2153WMS_image1.png; uploads/laptops/A1605Z-AMB2153WMS_image2.png; uploads/laptops/A1605Z-AMB2153WMS_image3.png; uploads/laptops/A1605Z-AMB2153WMS_image4.png; uploads/laptops/A1605Z-AMB2153WMS_image5.png,0,Intel® Core i5-12500H Processor,Intel,2.5,20548,16,DDR4,LCD,1920*1200,16,60,Iris X Graphics,Intel,2630,512,M.2 NVMe PCIe 4.0,1x USB 2.0 Type-A; 1x USB 3.2 Gen 1 Type-C; 2x USB 3.2 Gen 1 Type-A; 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6(802.11ax) (Dual band) 2*2,5.3,"ø4.5, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal",42,35.70*25.06*1.79~1.99,1.88,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,"M1605Y-AMB810WMS;
M1605Y-AMB811WMS",Vivobook 16,Indie Black; Cool Silver,2399,uploads/laptops/M1605Y-AMB810WMS_image1.png; uploads/laptops/M1605Y-AMB810WMS_image2.png; uploads/laptops/M1605Y-AMB810WMS_image3.png; uploads/laptops/M1605Y-AMB810WMS_image4.png; uploads/laptops/M1605Y-AMB810WMS_image5.png; uploads/laptops/M1605Y-AMB811WMS_image1.png; uploads/laptops/M1605Y-AMB811WMS_image2.png; uploads/laptops/M1605Y-AMB811WMS_image3.png; uploads/laptops/M1605Y-AMB811WMS_image4.png; uploads/laptops/M1605Y-AMB811WMS_image5.png,0,AMD Ryzen 5 7430U Processor,AMD,2.3,16330,16,DDR4,LCD,1920*1200,16,60,Radeon Graphics,AMD,-,512,M.2 NVMe PCIe 4.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C with support for power delivery (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3,"ø4.5, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal",42,35.87*24.95*1.99~1.99,1.88,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,A1404V-APB012WMS,Vivobook 14,Terra Cotta,3999,uploads/laptops/A1404V-APB012WMS_image1.png; uploads/laptops/A1404V-APB012WMS_image2.png; uploads/laptops/A1404V-APB012WMS_image3.png; uploads/laptops/A1404V-APB012WMS_image4.png; uploads/laptops/A1404V-APB012WMS_image5.png,0,Intel® Core 7 Processor 150U,Intel,1.8,15041,16,DDR4,LCD,1920*1200,14,60,Intel Graphics,Intel,3172,1000,M.2 NVMe PCIe 4.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6(802.11ax) (Dual band) 1*1,5.2,"ø4.5, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal",42,32.49*21.39*1.79~1.79,1.4,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,A1404V-APB012WSM,Vivobook 14,Terra Cotta,3999,uploads/laptops/A1404V-APB012WSM_image1.png; uploads/laptops/A1404V-APB012WSM_image2.png; uploads/laptops/A1404V-APB012WSM_image3.png; uploads/laptops/A1404V-APB012WSM_image4.png; uploads/laptops/A1404V-APB012WSM_image5.png,0,Intel® Core 7 Processor 150U,Intel,1.8,15041,16,DDR4,LCD,1920*1200,14,60,Intel Graphics,Intel,3172,1000,M.2 NVMe PCIe 4.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6(802.11ax) (Dual band) 1*1,5.2,"ø4.5, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal",42,32.49*21.39*1.79~1.79,1.4,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,"M1407K-ALY061WS; M1407K-ALY065WS;
M1407K-ALY063WS",Vivobook 14,Platinum Gold; Quiet Blue,3499,uploads/laptops/M1407K-ALY061WS_image1.png; uploads/laptops/M1407K-ALY061WS_image2.png; uploads/laptops/M1407K-ALY061WS_image3.png; uploads/laptops/M1407K-ALY061WS_image4.png; uploads/laptops/M1407K-ALY061WS_image5.png; uploads/laptops/M1407K-ALY065WS_image1.png; uploads/laptops/M1407K-ALY065WS_image2.png; uploads/laptops/M1407K-ALY065WS_image3.png; uploads/laptops/M1407K-ALY065WS_image4.png; uploads/laptops/M1407K-ALY065WS_image5.png; uploads/laptops/M1407K-ALY063WS_image1.png; uploads/laptops/M1407K-ALY063WS_image2.png; uploads/laptops/M1407K-ALY063WS_image3.png; uploads/laptops/M1407K-ALY063WS_image4.png; uploads/laptops/M1407K-ALY063WS_image5.png,1,AMD Ryzen AI 7 350 Processor,AMD,2,24526,16,DDR5,LCD,1920*1200,14,60,Radeon Graphics,AMD,-,512,M.2 NVMe PCIe 4.0,2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-C with support for display / power delivery (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack,Wi-Fi 6(802.11ax) (Dual band) 2*2,5.3,"TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 
65W, Input: 100-240V AC 50/60GHz universal",42,31.52*22.34*1.79~1.99,1.46,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,"A1405V-ALY909WS;
A1405V-ALY910WS",Vivobook 14, Cool Silver; Indie Black,3299,uploads/laptops/A1405V-ALY909WS_image1.png; uploads/laptops/A1405V-ALY909WS_image2.png; uploads/laptops/A1405V-ALY909WS_image3.png; uploads/laptops/A1405V-ALY909WS_image4.png; uploads/laptops/A1405V-ALY909WS_image5.png; uploads/laptops/A1405V-ALY910WS_image1.png; uploads/laptops/A1405V-ALY910WS_image2.png; uploads/laptops/A1405V-ALY910WS_image3.png; uploads/laptops/A1405V-ALY910WS_image4.png; uploads/laptops/A1405V-ALY910WS_image5.png,0,Intel® Core i7-13620H Processor,Intel,2.4,23966,16,DDR4,LCD,1920*1200,14,60,Intel UHD,Intel,1503,512,M.2 NVMe PCIe 4.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C with support for power delivery (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6E(802.11ax) (Triple band) 1*1,5.3," ø4.5, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal",42,31.71*22.20*1.99~1.99,1.6,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,A1404V-AEB688WS,Vivobook 14,Terra Cotta,3299,uploads/laptops/A1404V-AEB688WS_image1.png; uploads/laptops/A1404V-AEB688WS_image2.png; uploads/laptops/A1404V-AEB688WS_image3.png; uploads/laptops/A1404V-AEB688WS_image4.png; uploads/laptops/A1404V-AEB688WS_image5.png,0,Intel® Core i7-1355U Processor,Intel,1.7,14204,16,DDR4,LCD,1920*1200,14,60,Iris X Graphics,Intel,2630,512,M.2 NVMe PCIe 4.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3,"ø4.5, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal",42,32.49*21.39*1.79~1.79,1.4,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,"A1404V-APB007WSM;
A1404V-APB008WSM",Vivobook 14,Quiet Blue; Terra Cotta,2949,uploads/laptops/A1404V-APB007WSM_image1.png; uploads/laptops/A1404V-APB007WSM_image2.png; uploads/laptops/A1404V-APB007WSM_image3.png; uploads/laptops/A1404V-APB007WSM_image4.png; uploads/laptops/A1404V-APB007WSM_image5.png; uploads/laptops/A1404V-APB008WSM_image1.png; uploads/laptops/A1404V-APB008WSM_image2.png; uploads/laptops/A1404V-APB008WSM_image3.png; uploads/laptops/A1404V-APB008WSM_image4.png; uploads/laptops/A1404V-APB008WSM_image5.png,0,Intel® Core 5 Processor 120U,Intel,1.4,16613,16,DDR4,LCD,1920*1200,14,60,Intel Graphics,Intel,3172,512,M.2 NVMe PCIe 4.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6(802.11ax) (Dual band) 1*1,5.2," ø4.5, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal",42,32.49*21.39*1.79~1.79,1.4,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,"A1405V-ALY409WS;
A1405V-ALY410WS",Vivobook 14, Indie Black; Cool Silver,2599,uploads/laptops/A1405V-ALY409WS_image1.png; uploads/laptops/A1405V-ALY409WS_image2.png; uploads/laptops/A1405V-ALY409WS_image3.png; uploads/laptops/A1405V-ALY409WS_image4.png; uploads/laptops/A1405V-ALY409WS_image5.png; uploads/laptops/A1405V-ALY410WS_image1.png; uploads/laptops/A1405V-ALY410WS_image2.png; uploads/laptops/A1405V-ALY410WS_image3.png; uploads/laptops/A1405V-ALY410WS_image4.png; uploads/laptops/A1405V-ALY410WS_image5.png,0,Intel® Core i5-13420H Processor,Intel,2.1,17363,16,DDR4,LCD,1920*1200,14,60,Intel UHD,Intel,1503,512,M.2 NVMe PCIe 4.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C with support for power delivery (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6E(802.11ax) (Triple band) 1*1 ,5.3," ø4.5, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal",42,31.71*22.20*1.99~1.99,1.65,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,"A1405Z-ALY235WMS;
A1405Z-ALY236WMS",Vivobook 14,Transparent Sliver; Indie Black,2499,uploads/laptops/A1405Z-ALY235WMS_image1.png; uploads/laptops/A1405Z-ALY235WMS_image2.png; uploads/laptops/A1405Z-ALY235WMS_image3.png; uploads/laptops/A1405Z-ALY235WMS_image4.png; uploads/laptops/A1405Z-ALY235WMS_image5.png; uploads/laptops/A1405Z-ALY236WMS_image1.png; uploads/laptops/A1405Z-ALY236WMS_image2.png; uploads/laptops/A1405Z-ALY236WMS_image3.png; uploads/laptops/A1405Z-ALY236WMS_image4.png; uploads/laptops/A1405Z-ALY236WMS_image5.png,0,Intel® Core i5-12500H Processor,Intel,2.5,20548,16,DDR4,LCD,1920*1200,14,60,Iris X Graphics,Intel,2630,512,M.2 NVMe PCIe 3.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x Headphone out; 1x DC-in,Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3," ø4.5, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal",42,31.71*22.20*1.99~1.99,1.6,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,"E1504F-ABQ469WS;
E1504F-ABQ470WMS;
E1504F-ABQ471WMS",Vivobook Go 15,Cool Silver; Green Gray;  Mixed Black,2299,uploads/laptops/E1504F-ABQ469WS_image1.png; uploads/laptops/E1504F-ABQ469WS_image2.png; uploads/laptops/E1504F-ABQ469WS_image3.png; uploads/laptops/E1504F-ABQ469WS_image4.png; uploads/laptops/E1504F-ABQ469WS_image5.png; uploads/laptops/E1504F-ABQ470WMS_image1.png; uploads/laptops/E1504F-ABQ470WMS_image2.png; uploads/laptops/E1504F-ABQ470WMS_image3.png; uploads/laptops/E1504F-ABQ470WMS_image4.png; uploads/laptops/E1504F-ABQ470WMS_image5.png; uploads/laptops/E1504F-ABQ471WMS_image1.png; uploads/laptops/E1504F-ABQ471WMS_image2.png; uploads/laptops/E1504F-ABQ471WMS_image3.png; uploads/laptops/E1504F-ABQ471WMS_image4.png; uploads/laptops/E1504F-ABQ471WMS_image5.png,0,AMD Ryzen 5 7520U Processor,AMD,2.8,9063,16,LPDDR5,LCD,1920*1080,15.6,60,Radeon Graphics,AMD,-,512,M.2 NVMe PCIe 3.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x USB 3.2 Gen 1 Type-C (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3,"ø4.5, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal",42,36.03*23.25*1.79~1.79,1.63,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2025,-,Windows 11 Home,,,,,,,,
